Hugo_Symbol	MF: BLCA
AC004448.5	0.004851981523635522
AC004987.9	0.0048518288866073464
AC005017.2	0.0024272716234834658
AC005176.2	0.002428027006655066
AC005251.3	0.0024315287971909665
AC005522.7	0.002431864115271631
AC005631.1	0.009702366348606441
AC008132.13	0.007114495600521954
AC009264.1	0.002416579774128664
AC010203.1	0.012144528718243475
AC010731.4	0.002428519974631456
AC011330.5	0.0024097566823202965
AC011453.3	0.0048596709055387525
AC011467.1	0.004861045779646579
AC015849.16	0.01192098803905661
AC016629.3	0.0024253582574058534
AC016734.2	0.007290699022034165
AC016757.3	0.002428027905362375
AC016995.3	0.0024212818370695915
AC022007.5	0.002421395791810784
AC023310.1	0.004857052398235614
AC024560.3	0.0024234337498247505
AC025048.1	0.007281198256907374
AC027612.6	0.00486298502847488
AC068831.10	0.004646115677272905
AC073310.4	0.00971952919500787
AC073869.1	0.0024265281363028217
AC073869.20	0.019318655817811725
AC078899.1	0.01698475009024987
AC080008.1	0.009696597092649155
AC083899.3	0.009658898268194934
AC090774.2	0.002431237590004513
AC090825.1	0.007233364621958872
AC091565.1	0.0072868603297472695
AC092017.1	0.0048566177158871834
AC092071.1	0.009699645162450383
AC093063.3	0.0024187442916425387
AC093616.4	0.004846626672386328
AC093838.4	0.0142146167087536
AC096579.13	0.004800584541671375
AC097374.2	0.0024054561345716965
AC100757.1	0.0024300621570515647
AC105339.2	0.004847887142353888
AC124312.1	0.00485854097283228
AC126323.1	0.00969065424139883
AC233702.1	0.004857785954648993
AC245033.1	0.007287643840796397
ACAA1	0.009462730418501299
ACAA2	0.004772570217260954
ACACA	0.049862845629850265
ACACB	0.03944303245037274
ACAD10	0.014304441306892708
ACAD11	0.018960652815333975
ACAD8	0.009650622485202083
ACAD9	0.012082665784475415
ACADL	0.007276644950702291
ACADM	0.0143590156696828
ACADS	0.014515761023091373
ACADSB	0.007204017534161634
ACADVL	0.009640772747534233
ACAN	0.03740299068860745
ACAP1	0.009688326925378639
ACAP2	0.011759506103992578
ACAP3	0.021686547707383243
ACAT1	0.016948634318652192
ACAT2	0.004709294381933112
ACBD3	0.00949771491940389
ACBD4	0.02091529757679883
ACBD5	0.008712355465511721
ACBD6	0.009456081739785448
ACBD7	0.014573620244261412
ACCS	0.012095571485223834
ACCSL	0.012116756993944825
ACD	0.026089235753222067
ACE	0.02302525219848113
ACE2	0.011920070145585202
ACER1	0.0024249395071930502
ACER2	0.004808077538396695
ACER3	0.0118448500973615
ACHE	0.01682656470072305
ACIN1	0.03908280639794723
ACKR1	0.007208565571429329
ACKR2	0.0024212037235771125
ACKR4	0.004830454292356547
ACLY	0.016136132118502136
ACMSD	0.007235839259677731
ACO1	0.013979487510441748
ACO2	0.01207114411756086
ACOT1	0.002375159550684374
ACOT11	0.03305168573371555
ACOT12	0.016934281313610664
ACOT13	0.004750089513105341
ACOT2	0.009419432808900943
ACOT4	0.007268300112199741
ACOT6	0.004840276316131963
ACOT7	0.007022256633252044
ACOT8	0.007291287170073218
ACOT9	0.0023901254818221554
ACOX1	0.033260456477148495
ACOX2	0.021770486521420083
ACOX3	0.021548071010694853
ACOXL	0.007204230522887716
ACP1	0.004729349874306895
ACP2	0.007238180297146888
ACP5	0.019098383269029406
ACPP	0.02371428816099739
ACPT	0.007280776551060977
ACR	0.002390380179100718
ACRBP	0.011993005275741271
ACRC	0.007286033358768186
ACRV1	0.007217646459760589
ACSBG1	0.014429013745650065
ACSBG2	0.01653225780015147
ACSF2	0.016428512273024547
ACSF3	0.00942597270199192
ACSL1	0.007081188160292682
ACSL3	0.004670368076817219
ACSL4	0.006783164804512371
ACSL5	0.013992613219099276
ACSL6	0.0023392310622979075
ACSM1	0.0046711000259091065
ACSM2A	0.016079812273116938
ACSM2B	0.01878393282470648
ACSM3	0.009648003996471312
ACSM4	0.00968832975368581
ACSM5	0.019128793424995384
ACSM6	0.004843939794965796
ACSS1	0.011916136669318279
ACSS2	0.009676739856086981
ACSS3	0.03314778373941323
ACTA1	0.009663789092072949
ACTA2	0.019419557405074117
ACTB	0.04577434627183532
ACTBL2	0.0024239279890763653
ACTC1	0.0072427236829041815
ACTG1	0.028458610497291616
ACTG2	0.0021685490693962913
ACTL10	0.002422604662020852
ACTL6A	0.026244062450398186
ACTL6B	0.016979001552758617
ACTL7A	0.004840731686628558
ACTL7B	0.01210561859197083
ACTL8	0.014498037548146827
ACTL9	0.012121223164503689
ACTN1	0.023545605541603856
ACTN2	0.023716898218673326
ACTN3	0.02122820275646104
ACTN4	0.021544248560796425
ACTR10	0.0072324129046316245
ACTR1A	0.014367306918283404
ACTR1B	0.004848214174156076
ACTR2	0.011984830301954862
ACTR3	0.004787905615939558
ACTR3B	0.00958850580815703
ACTR3BP2	0.004862377959923524
ACTR3C	0.002420086677426627
ACTR5	0.007251521568330122
ACTR6	0.011917671120907561
ACTR8	0.01911924520602918
ACTRT1	0.0072593851981841845
ACTRT2	0.009594990798389685
ACTRT3	0.01211834584202066
ACVR1	0.013921462116910368
ACVR1B	0.004793160739997792
ACVR1C	0.00703627824983562
ACVR2A	0.004712422659458981
ACVR2B	0.006940984245970151
ACVRL1	0.014453506802337148
ACY3	0.01938551296065565
ACYP1	0.002356905692578324
ADA	0.012107145786688185
ADAD1	0.009422426954810876
ADAD2	0.007254529418883058
ADAL	0.0043593376625112815
ADAM10	0.02337875069024485
ADAM11	0.012019514847048395
ADAM12	0.014249100404608962
ADAM15	0.018672507695018124
ADAM17	0.028418257487407853
ADAM18	0.016649330178706272
ADAM19	0.014262777752942673
ADAM2	0.021075251908934337
ADAM20	0.007278836328963021
ADAM21	0.016920009251469564
ADAM21P1	0.016549336035819172
ADAM22	0.027696997341447052
ADAM23	0.018883048100052872
ADAM28	0.004664793325984037
ADAM29	0.03204312423666709
ADAM30	0.02403877492731066
ADAM32	0.01413123949505628
ADAM33	0.009428803604041093
ADAM7	0.014389694530439954
ADAM8	0.009568006734239002
ADAM9	0.01411887960164513
ADAMDEC1	0.002418959390840318
ADAMTS1	0.004779152506841809
ADAMTS10	0.019165059907136683
ADAMTS12	0.05687541466752539
ADAMTS13	0.020919646460445498
ADAMTS14	0.02154111677789632
ADAMTS15	0.026436757858539696
ADAMTS16	0.038438361645871076
ADAMTS17	0.007236764257662064
ADAMTS18	0.047899045159238055
ADAMTS19	0.01377368138047229
ADAMTS2	0.019136866927627963
ADAMTS20	0.03943955951586229
ADAMTS3	0.035533812917945294
ADAMTS4	0.021304182776160464
ADAMTS5	0.02398734109994831
ADAMTS6	0.02162355185997905
ADAMTS7	0.014410197444838641
ADAMTS7P1	0.004603105980861359
ADAMTS8	0.011932930880163773
ADAMTS9	0.061329927697005085
ADAMTSL1	0.051124360998923916
ADAMTSL2	0.014406027906309692
ADAMTSL3	0.042337580855164744
ADAMTSL4	0.014051307452557582
ADAMTSL5	0.004804108520371667
ADAP1	0.007157375200390289
ADAP2	0.00483321406158117
ADAR	0.033342400035143056
ADARB1	0.006824421114903744
ADARB2	0.02169364200012983
ADAT1	0.019368153499524362
ADAT2	0.007231530607814585
ADCK1	0.009582367593443575
ADCK2	0.009634090179574154
ADCK3	0.011845453354956974
ADCK4	0.009667132892234268
ADCK5	0.009694011991911675
ADCY1	0.01408390716098764
ADCY10	0.03770041637642662
ADCY2	0.04782621020569603
ADCY3	0.01439308414865348
ADCY4	0.021129085517641037
ADCY5	0.02569935329800021
ADCY6	0.02591960285192262
ADCY7	0.013730983660784683
ADCY8	0.04492850385709435
ADCY9	0.01899311494231267
ADCYAP1	0.007056339412842381
ADCYAP1R1	0.015957798993031652
ADD1	0.029659015129278245
ADD2	0.018330507025781744
ADD3	0.016634671842242224
ADGB	0.0072164669003878905
ADGRA1	0.021423320652773116
ADGRA2	0.019114701537133055
ADGRA3	0.028086012654978076
ADGRB1	0.011849088713542252
ADGRB2	0.018120816653028744
ADGRB3	0.039906402492443004
ADGRD1	0.03271747376155787
ADGRE1	0.016589373656216894
ADGRE2	0.02056450060711744
ADGRE3	0.007252770242308618
ADGRE4P	0.00958249926668662
ADGRE5	0.009647926539020728
ADGRF1	0.01921271299071158
ADGRF2	0.0048201633174873165
ADGRF3	0.00941623396499411
ADGRF4	0.011631105752312163
ADGRF5	0.02343949554343479
ADGRG1	0.02204730247053492
ADGRG2	0.021949614710408447
ADGRG3	0.012001433159726141
ADGRG4	0.052363589548672096
ADGRG5	0.011970518037621012
ADGRG6	0.022807516731866515
ADGRG7	0.016733217313092272
ADGRL1	0.01654192280402676
ADGRL2	0.04670308512319145
ADGRL3	0.042726615939664356
ADGRL4	0.02419197320056312
ADGRV1	0.10427610238485778
ADH1A	0.012128570934204887
ADH1B	0.01425355389009733
ADH1C	0.01933423107434731
ADH4	0.007164811779148465
ADH5	0.012021395029900968
ADH6	0.01927528802300472
ADH7	0.011693038994009457
ADHFE1	0.009684708158431043
ADI1	0.0023727054741678783
ADIPOQ	0.007205179620324311
ADIPOR1	0.016914057049565143
ADIPOR2	0.002353981860757833
ADIRF	0.004863461801557161
ADK	0.009614486139842181
ADM	0.014170277260647011
ADM5	0.007279052331554184
ADNP	0.013634444723140637
ADNP2	0.007212578924282767
ADORA1	0.009408943940794213
ADORA2A	0.002004919897825463
ADORA2B	0.0024273339249881593
ADORA3	0.009684581307970098
ADPGK	0.009600364341853105
ADPRH	0.009438626829221652
ADPRHL1	0.004210416165463795
ADPRHL2	0.0024314898469898626
ADPRM	0.009659302501498414
ADRA1A	0.01678242138701956
ADRA1B	0.0024281371518348038
ADRA1D	0.009692473468287308
ADRA2A	0.007237586398492558
ADRA2B	0.0023935489366084966
ADRA2C	0.011993509177329754
ADRB1	0.007256216045665286
ADRB2	0.009617837142854723
ADRB3	0.0024189358493182348
ADRBK1	0.016789234199922835
ADRBK2	0.006906611633013449
ADRM1	0.01447722127831317
ADSL	0.009309481534493643
ADSS	0.014531086812735225
ADSSL1	0.00956617493689143
ADTRP	0.009634540144590198
AEBP1	0.014356477152262273
AEBP2	0.00707617384257588
AEN	0.009665564534131045
AES	0.007240100575056921
AF064858.6	0.002417492122308484
AF254983.1	0.004859515156287171
AFAP1	0.0206204566973359
AFAP1L1	0.014289858400823719
AFAP1L2	0.014317594855881853
AFF1	0.037298571724355016
AFF2	0.035771233190079764
AFF3	0.048376369429369646
AFF4	0.054276602722502745
AFG3L2	0.019314842536512083
AFM	0.01203177933844647
AFMID	0.00721348539294052
AFP	0.014469930961935011
AFTPH	0.018820270192101234
AGA	0.016928363807937382
AGAP1	0.011154427618832589
AGAP11	0.0023827168919803407
AGAP2	0.01428585951661415
AGAP3	0.023397176534139107
AGAP4	0.009524044348444373
AGAP5	0.014156654381421281
AGAP6	0.021011843827846374
AGAP7P	0.01700445142209625
AGAP9	0.004846492035449389
AGBL1	0.023895519574353274
AGBL2	0.009122595108210722
AGBL4	0.004845850641320297
AGBL5	0.023875387181802554
AGER	0.0071914694106320265
AGFG1	0.0024212912574046075
AGFG2	0.01209275848200704
AGGF1	0.02645267562348756
AGK	0.002331001588801899
AGL	0.0474564510220025
AGMAT	0.0024193648759618124
AGMO	0.012105442348046148
AGO1	0.021245966382028053
AGO2	0.01857525244258995
AGO3	0.024733168464528187
AGO4	0.014350582546828757
AGPAT1	0.004746763421595316
AGPAT2	0.004809972168997735
AGPAT3	0.0063843014046249865
AGPAT4	0.011847195292562101
AGPAT5	0.002368103027797263
AGPAT6	0.004306795560970867
AGPAT9	0.00728826204691793
AGPS	0.014366776292765965
AGR2	0.007134190980552963
AGR3	0.009704901175585682
AGRN	0.02134732435472563
AGRP	0.004853740897599766
AGT	0.009680010369967976
AGTPBP1	0.0322016819966296
AGTR1	0.013591212197147888
AGTR2	0.009529925965376225
AGTRAP	0.0048308872315181725
AGXT	0.002429658113229569
AGXT2	0.00927955691725074
AHCTF1	0.03202724664110114
AHCY	0.00479901676690413
AHCYL1	0.004762602853145797
AHCYL2	0.009340675746285313
AHDC1	0.013807619132067656
AHI1	0.02298314113314102
AHNAK	0.13168804074155047
AHNAK2	0.12018838910271812
AHR	0.0639906877655997
AHRR	0.02327113286305095
AHSA1	0.012085764471686935
AHSA2	0.002424623510875928
AHSG	0.016799749994248245
AICDA	0.004829821228353538
AIDA	0.004834740453899377
AIF1	0.0048410435326576955
AIF1L	0.002391188849485553
AIFM1	0.004821703865723073
AIFM2	0.007133397493459529
AIFM3	0.009602218065154513
AIG1	0.004684790678080769
AIM1	0.030784800007810656
AIM1L	0.024289468437099275
AIM2	0.009710781712393519
AIMP1	0.004767191231143794
AIMP2	0.016983578493152556
AIP	0.007279784868585326
AIPL1	0.016228723698770254
AIRE	0.00726106314614339
AJAP1	0.004689401552579304
AJUBA	0.014304423733256195
AK1	0.004569366971208394
AK2	0.0023982061109132126
AK4	0.006933645535362532
AK5	0.008699769718960068
AK7	0.019182541698292522
AK8	0.009670932990557398
AK9	0.027220609253329024
AKAP1	0.01362475316363648
AKAP10	0.014330394864523774
AKAP11	0.035858830917911304
AKAP12	0.028237332451767985
AKAP13	0.0479894632459769
AKAP14	0.004847256662696689
AKAP17A	0.007019838056931625
AKAP3	0.018974085306481883
AKAP4	0.00481978298989802
AKAP5	0.01197760603640563
AKAP6	0.07740991766610043
AKAP7	0.014217457555782182
AKAP8	0.016849870703122334
AKAP8L	0.014400650121805594
AKAP9	0.1258205616798999
AKIRIN1	0.007118119186504152
AKIRIN2	0.002352531978246159
AKNA	0.029606375848747406
AKNAD1	0.025953747311862237
AKR1A1	0.0024133006044789163
AKR1B1	0.007290426407259858
AKR1B10	0.0024278793847930273
AKR1B15	0.011980774268150607
AKR1C1	0.012016431452030777
AKR1C2	0.009302578076198786
AKR1C3	0.009683075183253835
AKR1C4	0.009702989441484549
AKR1C8P	0.009666356712225734
AKR1D1	0.01438339529771211
AKR1E2	0.02172753304085373
AKR7A2	0.012120772535619249
AKR7A3	0.0024294195011362284
AKR7L	0.007263690898090516
AKT1	0.011584221818603297
AKT1S1	0.004747299760612129
AKT2	0.01179506310813829
AKT3	0.023441476902120565
AKTIP	0.0021770902517119876
AL008723.1	0.0024256026537401968
AL022328.1	0.0024287064248777732
AL078471.5	0.01697591942902307
AL078621.1	0.002430597403591238
AL132709.2	0.002424623510875928
AL132709.5	0.002431157797869602
AL132709.6	0.0024299377148961332
AL137792.1	0.0023827168919803407
AL161651.1	0.00727486678125387
AL354820.1	0.002428519974631456
AL354833.1	0.0024216166662764855
AL391261.1	0.009712976924240096
AL589843.1	0.004856505870016461
AL589931.1	0.014512442988955517
ALAD	0.009617911170924661
ALAS1	0.021524281755982137
ALAS2	0.009595311680795303
ALB	0.01657047763590112
ALCAM	0.019003886492231902
ALDH16A1	0.02156248948957436
ALDH18A1	0.011951760541062346
ALDH1A1	0.014480164894826437
ALDH1A2	0.014221299700027747
ALDH1A3	0.007194486104378628
ALDH1B1	0.007245990338000844
ALDH1L1	0.009306257149064906
ALDH1L2	0.019120796880997038
ALDH2	0.0019785718581567077
ALDH3A1	0.019174546236651602
ALDH3A2	0.00892693864217021
ALDH3B1	0.009154919497551284
ALDH3B2	0.007147730927416748
ALDH4A1	0.009465382075666646
ALDH5A1	0.002334038521304924
ALDH7A1	0.006904625809033794
ALDH8A1	0.007236246000643121
ALDH9A1	0.016933033803453137
ALDOA	0.014306011602741402
ALDOB	0.007234795014097482
ALDOC	0.004847575395750697
ALG1	0.0072478463384206115
ALG10	0.016919663883634646
ALG10B	0.02106425157306173
ALG11	0.007241489549631551
ALG12	0.007184113123710478
ALG13	0.011789615255004963
ALG14	0.004771041032158161
ALG1L	0.009703641774590557
ALG1L2	0.007286492488890114
ALG1L3P	0.0024289302029678163
ALG2	0.01211976087926674
ALG3	0.002419036057651896
ALG5	0.007266544644931854
ALG6	0.007250763686169213
ALG8	0.0024309346074029028
ALG9	0.0024078106712728765
ALK	0.03256478934448848
ALKBH1	0.009627279545099017
ALKBH3	0.019361101318685535
ALKBH5	0.012117574481807124
ALKBH6	0.007190585657012425
ALKBH8	0.007166412017558016
ALLC	0.00486275508336799
ALMS1	0.10861399483331147
ALMS1P	0.004838127717420615
ALOX12	0.012106865604582033
ALOX12B	0.009679901493107245
ALOX15	0.014274195079366838
ALOX15B	0.004445456263356659
ALOX5	0.012080219724337857
ALOX5AP	0.002428991933310467
ALOXE3	0.011595183801114996
ALPI	0.007269771918840763
ALPK1	0.014043339508663148
ALPK2	0.04727756986163143
ALPK3	0.03321687634577617
ALPL	0.009474850649839927
ALPP	0.009518219619387518
ALPPL2	0.002425034967867623
ALS2	0.014066755765543715
ALS2CL	0.009468266280092643
ALS2CR11	0.004618165040727875
ALS2CR12	0.014453305476453876
ALX1	0.014555107725575705
ALX4	0.007205938208494058
ALYREF	0.0291298554795636
AMACR	0.028631968309231082
AMBN	0.007214444802098373
AMBP	0.0024174401608176026
AMBRA1	0.023225989657857424
AMDHD1	0.007163424098614179
AMDHD2	0.014299238449871514
AMELX	0.0024158957363305126
AMER1	0.03818187827324986
AMER2	0.011717011379917175
AMER3	0.037789229364526195
AMFR	0.02144729422731212
AMH	0.004842957434567018
AMHR2	0.007204236896459024
AMICA1	0.011809715016505502
AMIGO1	0.0024095959156387437
AMIGO2	0.012006293527715739
AMIGO3	0.021766767606712926
AMMECR1	0.007122786222614977
AMMECR1L	0.007180344242715779
AMN	0.012087915116981422
AMN1	0.007217883276840553
AMOT	0.02082950034824332
AMOTL1	0.018875957343028868
AMOTL2	0.018596729551003534
AMPD1	0.024073967382557154
AMPD2	0.015245493191983964
AMPD3	0.01605150260933288
AMPH	0.014490020137920683
AMT	0.009460714393883978
AMTN	0.007272818860842189
AMY1A	0.004851148301877857
AMY2A	0.01921791026926948
AMY2B	0.031221073664367983
AMZ1	0.007232737852560859
AMZ2	0.016561317064169516
AMZ2P1	0.01675429989527951
ANAPC1	0.03712762293988303
ANAPC13	0.0024128269516829467
ANAPC15	0.0046721844063165666
ANAPC16	0.002386317320536938
ANAPC1P1	0.0024300621570515647
ANAPC2	0.029091414999663712
ANAPC4	0.021514310037345247
ANAPC5	0.025738498467438177
ANAPC7	0.01679375920148232
ANGEL1	0.007203189064770596
ANGEL2	0.0022198209242136864
ANGPT1	0.009693814779805911
ANGPT2	0.0047215388696435585
ANGPT4	0.01442211553786317
ANGPTL1	0.0045761988706666794
ANGPTL2	0.004552791949705087
ANGPTL3	0.009687372825106046
ANGPTL4	0.016904844642490927
ANGPTL5	0.007169771552485112
ANGPTL6	0.00958525073840712
ANGPTL7	0.002428523583074223
ANK1	0.05112045431115453
ANK2	0.10376001435465144
ANK3	0.08700316052090805
ANKAR	0.03542465617009375
ANKDD1A	0.009584111390633209
ANKEF1	0.021471529504451175
ANKFN1	0.021672391899788337
ANKFY1	0.023202214644141638
ANKH	0.011957730590776252
ANKHD1	0.0044892779935799595
ANKHD1-EIF4EBP3	0.07606053109838838
ANKIB1	0.031239592868231927
ANKK1	0.002429416656021771
ANKLE1	0.004833325813664918
ANKLE2	0.025736195562328375
ANKMY1	0.011833076009824164
ANKMY2	0.011924597115866842
ANKRA2	0.007275215482437951
ANKRD1	0.004855920062888795
ANKRD10	0.014339364742894864
ANKRD11	0.05314665178470177
ANKRD12	0.05569964349800474
ANKRD13A	0.009626330527374499
ANKRD13B	0.0023193237046096942
ANKRD13C	0.009264380982478488
ANKRD13D	0.011600685118090696
ANKRD16	0.002402808532942871
ANKRD17	0.02937695760242246
ANKRD2	0.007244056295680453
ANKRD20A1	0.007230056274382977
ANKRD20A11P	0.002424289048341319
ANKRD20A19P	0.0024217434834592
ANKRD20A2	0.0024111629889779786
ANKRD20A4	0.012104359287865027
ANKRD20A5P	0.002428200190125361
ANKRD20A8P	0.009713763866115674
ANKRD20A9P	0.02185551889816395
ANKRD22	0.007181008763545967
ANKRD23	0.014406088293294103
ANKRD24	0.009509550050024513
ANKRD26	0.03758136534059323
ANKRD27	0.028867678556575252
ANKRD28	0.019059793053298416
ANKRD29	0.0047829812981593275
ANKRD30A	0.04479781051073813
ANKRD30B	0.01446112811946289
ANKRD30BL	0.002420552853056233
ANKRD30BP2	0.0023918886658462818
ANKRD32	0.004842171178865371
ANKRD33	0.009585518601076874
ANKRD34A	0.012059855059160785
ANKRD34B	0.011943682342372005
ANKRD35	0.0240341519048868
ANKRD36	0.01989889932912645
ANKRD36B	0.011724205607839643
ANKRD36BP2	0.007285787404757353
ANKRD36C	0.011999501274533511
ANKRD37	0.0024224965051861677
ANKRD39	0.0024314434445330173
ANKRD40	0.014318254443592342
ANKRD42	0.022748271542584547
ANKRD44	0.011645301876144137
ANKRD45	0.002429320181405266
ANKRD46	0.0047365672459548785
ANKRD49	0.007190993686426418
ANKRD50	0.025547325669523484
ANKRD52	0.01927953985287894
ANKRD53	0.009647911777641264
ANKRD54	0.009606361449049932
ANKRD55	0.026171156708577805
ANKRD6	0.011587918687262675
ANKRD7	0.014397718547213088
ANKS1A	0.028779322982915686
ANKS1B	0.025496791841856725
ANKS3	0.009623434732173164
ANKS4B	0.014328353039737417
ANKS6	0.00466517744124625
ANKZF1	0.019265291686410693
ANLN	0.026233433464934654
ANO1	0.023476009236645553
ANO10	0.013945381572823438
ANO2	0.009590184291501389
ANO3	0.011391218275720687
ANO4	0.03263994014128657
ANO5	0.023864736425745398
ANO6	0.01888318833940297
ANO7	0.007069673124743724
ANO8	0.02879657820836458
ANO9	0.014544252115459073
ANP32A	0.012074425707571721
ANP32AP1	0.002430358984188296
ANP32B	0.004851416363875051
ANP32D	0.0024291084261268553
ANP32E	0.009584101475422767
ANPEP	0.016929907559104066
ANTXR1	0.002325717763892233
ANTXR2	0.006949778288082397
ANXA1	0.014202368668743432
ANXA10	0.014499084209715466
ANXA11	0.006537052726743384
ANXA13	0.019357608882106497
ANXA2	0.002429759515975626
ANXA2P3	0.004858898250870612
ANXA2R	0.00723470500756335
ANXA3	0.00721156711929407
ANXA4	0.007240890880248566
ANXA5	0.012027365603656135
ANXA6	0.014287893616177036
ANXA7	0.01211160350884421
ANXA8	0.004760222201660493
ANXA9	0.021678602769501138
AOAH	0.02632172727995393
AOC1	0.014400456039481422
AOC2	0.012057228982429703
AOC3	0.01195795633119485
AOC4P	0.009714587734263829
AOX1	0.021496807297401336
AP000304.12	0.002426466130865145
AP000721.4	0.0024300831419553047
AP001347.6	0.0024267370398354856
AP1AR	0.002404714227692618
AP1B1	0.028030617253593997
AP1G1	0.01641774602011273
AP1G2	0.031170370788900274
AP1M1	0.002409998781910393
AP1M2	0.004758660691147166
AP1S2	0.0024036163761267967
AP1S3	0.0024052266021759795
AP2A1	0.016804039804032167
AP2A2	0.016441108403387722
AP2B1	0.025427597180037897
AP2M1	0.0119571539671687
AP2S1	0.002423523247824199
AP3B1	0.030758227898220386
AP3B2	0.024847481682612645
AP3D1	0.021348354127875942
AP3M1	0.004771881360762506
AP3M2	0.004820194993360546
AP3S1	0.0024276920659127405
AP3S2	0.004655895256438822
AP4B1	0.02349707077300357
AP4E1	0.021441834837500628
AP4M1	0.004760776173916815
AP4S1	0.004767260882161602
AP5B1	0.012029866452961425
AP5M1	0.01591164398474578
AP5S1	0.0024117804075461866
AP5Z1	0.007261860787935657
APAF1	0.013275505633468462
APBA1	0.007212375597176909
APBA2	0.021272142465435035
APBA3	0.0023917192443199463
APBB1	0.025062030396778567
APBB1IP	0.016916390368346322
APBB2	0.0022077585089707334
APBB3	0.016619683073669927
APC	0.059440189128377556
APC2	0.007005182718482906
APCDD1	0.012010742516497102
APCDD1L	0.004814361401131282
APCS	0.012143130532270298
APEH	0.012024422545070697
APEX1	0.0024201507704527067
APEX2	0.0048514514428755155
APH1A	0.012027340839254904
APH1B	0.004852758506334665
API5	0.014352043922082856
APIP	0.00726219178470171
APITD1-CORT	0.004803822826124129
APLF	0.009623862942551992
APLNR	0.01199001590247752
APLP1	0.02891740893339584
APLP2	0.018560292316721422
APMAP	0.012122663331632167
APOA1	0.004797889650478719
APOA1BP	0.00971709446491531
APOA2	0.0072621866774203745
APOA4	0.012135240321706221
APOA5	0.011922951186320021
APOB	0.07723153649567163
APOBEC1	0.002431247453275189
APOBEC2	0.004860265611026183
APOBEC3A	0.0024230599309180718
APOBEC3B	0.014401760356432852
APOBEC3C	0.007202170731103217
APOBEC3D	0.009633674232240444
APOBEC3F	0.004831779870442677
